Incident ID,Reporter,Date of Occurance,Responsible Dirctorate,Region,District,Chiefdom,Community/Town/Village,Latitude,Longitude,Type of Incident,Cause of Incident,Dwelling Houses, Facility,School,Health Facility,Community Facility,Religious Center,Number of Facility,Shops/Business Center,Business Owners,Number of Households,Population Size,Response Status,Type of Response,Partners Intervention,Collaboration,Collaborating Partners,Date of Response,Male,Female,Boys,Girls,Persons with disability,Pregnant,Lactating Mothers,Death Cases,Injured cases,School Going Boys,School Going Girls
210702FRTK022,DSCOORD,02/07/2021,R & R,North,Tonkolili,Kholifa Rowalla,Ropolon/ Magburaka,8.717867,-11.951925,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,3,10,Pending,Pending,Pending,Pending,Pending,01/04/2022,3,4,2,1,0,0,0,1,0,0,0
210910WSWU055,Volunteer,10/09/2021,R & R,Western Area,Western Urban,N/A,9 Bass Street/Brookfields,8.432676,-13.276372,Windstorm,Wind,0,School ,1,0,0,0,1,0,0,0,70,Pending,Closed,No,Closed,Closed,02/04/2022,0,0,44,26,0,1,0,0,0,44,22
210910COWU002,Volunteer,10/09/2021,R & R,Western Area,Western Urban,N/A,Colleagiate School Road,8.432676,-13.276372,Building Collapse,Falling Branches,1,None,0,0,0,0,0,0,0,0,7,Pending,Closed,No,Closed,Closed,03/04/2022,2,1,1,3,0,0,0,0,0,1,0
210911COWU003,Volunteer,11/09/2021,R & R,Western Area,Western Urban,N/A,Colar Tree Calaba Town,8.432676,-13.276372,Building Collapse,Rain,1,None,0,0,0,0,0,0,0,2,14,Pending,Closed,No,Closed,Closed,04/04/2022,5,3,4,2,0,0,0,0,0,1,2
210915LSWU001,Volunteer,15/09/2021,R & R,Western Area,Western Urban,N/A,George Brook Road,8.432676,-13.276372,Mudslide,Rain,1,None,0,0,0,0,0,0,0,3,15,Pending,Closed,No,Closed,Closed,05/04/2022,3,4,3,5,0,0,0,0,1,1,1
210915FFWU003,Open Source,15/09/2021,R & R,Western Area,Western Urban,N/A,Thomson Bay,8.432676,-13.276372,Flash Flood,Blocked Drinage,0,None,0,0,0,0,0,0,0,0,0,Pending,Closed,No,Closed,Closed,06/04/2022,0,0,0,0,0,0,0,0,0,0,0
210915WU004,Volunteer,15/09/2021,R & R,Western Area,Western Urban,N/A,Pademba Road PWD Junction,8.432676,-13.276372,Flash Flood,Blocked Drinage,0,None,0,0,0,0,0,0,0,0,0,Pending,Closed,No,Closed,Closed,07/04/2022,0,0,0,0,0,0,0,0,0,0,0
211027FRWU039,Volunteer,27/10/2021,R & R,Western Area,Western Urban,N/A,"Ya Alimammy Sesay Street,Rokupa Community",8.432676,-13.276372,Fire,Unknown,2,None,0,0,0,0,0,0,0,6,39,yes,Pending,No,Pending,Pending,08/04/2022,13,10,9,7,0,0,0,0,0,3,2
211031FRWU041,Volunteer,31/10/2021,R & R,Western Area,Western Urban,N/A," 8 Yankanu Street,Rokupa Community",8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,7,38,yes,Pending,No,Pending,Pending,09/04/2022,13,10,8,7,0,1,3,0,1,5,3
211105FRWU042,Open Source,05/11/2021,R & R,Western Area,Western Urban,N/A,"Bai Bureh Road,PMB Junction Wellington ",8.432676,-13.276372,Fire,Explosion,2,None,0,0,0,0,0,5,5,310,320,Yes,"Food,Non- Food Items & Cash Transfer",Yes,Government & Partners,"SLRCS,CONCERN,GOALS,CARITAS,HI,Concern,MoHS,MoSW,All for One,FCC",02/08/2022,205,69,28,18,0,0,0,219,92,28,8
211117FRWU045,Open Source,17/11/2021,R & R,Western Area,Western Urban,N/A,Government Wharf,8.432676,-13.276372,Fire,Unknown,20,None,0,0,0,0,0,0,0,65,228,Yes,"Food, Non - Food Items & Cash Transfer",No,Government only,Government Only,12/04/2022,92,78,31,27,1,3,1,1,16,22,16
211127FRWUO50,Volunteer,27/11/2021,R & R,Western Area,Western Urban,N/A,"Cline Street, Cline Town",8.432676,-13.276372,Fire,Electrical Malfunction,3,None,0,0,0,0,0,0,0,9,45,yes,Pending,Pending,Pending,Pending,13/04/2022,13,15,8,9,0,2,0,0,3,4,3
211126RAWU001,Open Source,26/11/2021,R & R,Western Area,Western Urban,N/A,"Manboreh Junction,Wellington",8.432676,-13.276372,Road Accident,Mechanical Failure,0,None,0,0,0,0,0,0,0,0,6,Pending,Closed,Closed,Closed,Closed,14/04/2022,3,2,1,0,0,0,0,0,6,0,0
220101FRWU001,Open Source,01/01/2022,R & R,Western Area,Western Urban,N/A,"National Stadium,Stand 16",8.432676,-13.276372,Fire,Unknown,0,None,0,0,0,0,0,0,12,12,12,Yes,Cash Transfer,No,Government only,Government Only,12/04/2022,2,8,0,2,0,1,0,0,0,0,1
220101FRWU002,Open Source,01/01/2022,R & R,Western Area,Western Urban,N/A,"Man of War Bay,Aberdeen",8.432676,-13.276372,Fire,Unknown,1,None,0,0,0,0,0,0,0,2,5,yes,Pending,Pending,Pending,Pending,13/04/2022,3,1,1,0,0,0,0,0,0,0,0
220106FRWU003,Open Source,06/01/2022,R & R,Western Area,Western Urban,N/A,"2 Cole Street Shebro Town, Funkia",8.432676,-13.276372,Fire,Unknown,1,None,0,0,0,0,0,0,0,2,10,yes,Pending,Pending,Pending,Pending,14/04/2022,2,4,3,1,0,1,0,0,0,1,0
220107FRWU004,Open Source,07/01/2022,R & R,Western Area,Western Urban,N/A,Water Lane Mountain Cutt,8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,1,7,yes,Pending,Pending,Pending,Pending,15/04/2022,2,1,2,2,0,0,0,0,0,2,2
220116FRWU009,Open Source,16/01/2022,R & R,Western Area,Western Urban,N/A,5 Gassama Street Calaba Town,8.432676,-13.276372,Fire,Electrical Malfunction,2,None,0,0,0,0,0,0,0,8,21,yes,Pending,Pending,Pending,Pending,16/04/2022,15,4,2,0,0,0,2,0,0,1,0
220110FRWU010,Open Source,10/01/2022,R & R,Western Area,Western Urban,N/A,88 New Site Old Wharf Wellington,8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,1,9,Pending,Pending,Pending,Pending,Pending,17/04/2022,4,1,3,1,0,0,0,0,0,1,0
220128FRWO012,Volunteer,28/01/2022,R & R,Western Area,Western Urban,N/A,7 Grass Field Lumley,8.432676,-13.276372,Fire,Unknown,1,None,0,0,0,0,0,0,0,1,3,Pending,Pending,Pending,Pending,Pending,18/04/2022,2,1,0,0,0,0,0,0,0,0,0
220128FRWU013,Open Source,28/01/2022,R & R,Western Area,Western Urban,N/A,Leone oil Esate Apartment 8 Action Aid Drive,8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,1,4,Pending,Pending,Pending,Pending,Pending,19/04/2022,1,1,1,1,0,0,0,0,0,0,0
220208FRWR021,Open Source,08/02/2022,R & R,Western Area,Western rural,N/A,Mile 13,8.47616,-13.25223,Fire,Unknown,1,none,0,0,0,0,0,0,0,10,17,Pending,Pending,Pending,Pending,Pending,20/04/2022,9,3,2,3,0,0,0,0,0,0,0
220208FRWU022,Open Source,08/02/2022,R & R,Western Area,Western Urban,N/A,"10A Bamby Terrace Mount Aureol,Hill Side By- Pass",8.432676,-13.276372,Fire,Electrical Malfunction,2,none,0,0,0,0,0,0,0,19,56,Pending,Pending,Pending,Pending,Pending,21/04/2022,22,12,12,10,0,2,0,0,0,5,4
220218FRWU024,Volunteer,18/02/2022,R & R,Western Area,Western Urban,N/A,CKG(Crab Town),8.432676,-13.276372,Fire,Electrical Malfunction,6,School,1,0,0,0,1,0,0,15,65,Pending,Pending,Pending,Pending,Pending,22/04/2022,25,15,18,7,0,2,1,0,0,9,7
220219FRWU025,DSCOORD,19/02/2022,R & R,South,Bonthe,Imperi,Rutile,7.52639,-12.505,Fire,Unknown,1,None,0,0,0,0,0,0,0,0,0,Pending,Pending,Pending,Pending,Pending,23/04/2022,0,0,0,0,0,0,0,0,0,0,0
220225FRWU027,DSCOORD,25/02/2022,R & R,Western Area,Western Urban,N/A,New Town/Bonga Town,8.432676,-13.276372,Fire,Electrical Malfunction,19,None,0,0,0,0,0,0,0,19,77,Pending,Pending,Pending,Pending,Pending,24/04/2022,32,24,12,9,0,0,0,0,1,5,7
22/03/07FRBM031,DSCOORD,07/03/2022,R & R,North,Bombali,Sheborah,Worreh Bannah,9.28444,-12.16449,Fire,Unknown,13,None,0,0,0,0,0,0,0,16,97,Yes,Food & Non-Food Items,No,Government only,Government only,25/08/2022,39,34,11,13,0,0,4,0,0,8,5
220428FRWU032,Volunteer,28/04/2022,R & R,Western Area,Western Rural,N/A,"Culvert,Lower Race Course Road",8.47616,-13.25223,Fire,Electrical Malfunction,34,none,0,0,0,0,0,0,0,178,788,Yes,"Food,Non-Food Items ,Shelter Kits & Cash Transfer",Yes,Government & Partners,"Caritas,Save The Children, Goal,World Vission",03/05/2022,188,175,222,190,3,15,23,0,6,154,134
220320FRMO033,DSCOORD,20/03/2022,R & R,South,Moyamba,Kori ,Kortiya-1 Village,8.03704,-12.09562,Fire,Bush Fire,18,None,0,0,0,0,0,0,0,27,121,Yes,Food & Non-Food Items,No,Government only,Government Only,22/08/2022,42,31,21,27,2,3,2,0,0,23,22
220212FRWU034,Volunteer,12/02/2022,R & R,Western Area,Western Urban,N/A,"Kanigo,Juba Hill Road",8.432676,-13.276372,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,8,26,Yes,Food & Non-Food Items,No,Government only,Government Only,09/08/2022,12,8,2,4,0,0,0,0,0,1,2
220414FRWU035,Volunteer,14/04/2022,R & R,Western Area,Western Urban,N/A,"Congo Cross,Water Street",8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,8,40,Yes,Food & Non-Food Items,No,Government only,Government Only,09/08/2022,18,12,4,6,0,0,0,0,0,3,2
220412FRWU036,Volunteer,12/04/2022,R & R,Western Area,Western Urban,N/A,"Thunder Hill,Kissy Mes Mes ",8.432676,-13.276372,Fire,Electrical Malfunction,2,None,0,0,0,0,0,0,0,7,32,Yes,Food & Non-Food Items,No,Government only,Government Only,09/08/2022,12,8,7,5,0,0,0,0,0,4,3
210421WSPL063,Open Source,21/04/2021,R & R,North West,Port Loko,Koya,Makeni Ferry Via Magbele Bridge,8.675273,-12.938353,Windstorm,Wind,0,School,1,0,0,0,1,0,0,0,340,Yes,Shelter Kits,No,Government only,Government only,25/08/2022,3,1,195,141,0,0,0,0,0,195,145
220507WSKO064,Open Source,07/05/2022,R & R,East,Kono,Gbane,Gandorhun Town,8.43565,-10.86604,Windstorm,Wind,24,"School,Mosque,Community Center",1,0,1,1,3,0,0,42,232,Yes,Food & Non-Food Items,No,Government only,Government Only,27/05/2022,97,75,32,28,0,4,7,0,0,30,21
220315FRMO037,Open Source,15/03/2022,R & R,South,Moyamba,Mano- Dasse,Kpanguma Village,8.03704,-12.09562,fire,Bush Fire,23,School,1,0,0,0,1,0,0,32,111,Yes,Food & Non-Food Items,No,Government only,Government Only,22/08/2022,47,29,18,17,2,5,2,0,1,14,10
220507FRBO038,DSCOORD,07/03/2022,R & R,South,Bo,Bumpeh-Gao,Moyour Village,7.76889,-12.01287,Fire,Unknown,65,Produce Store,0,0,1,0,1,65,0,65,104,Yes,Food & Non-Food Items,No,Government only,Government only,22/08/2022,12,87,2,3,0,0,0,0,0,0,0
220308FRBO039,Open Source,08/03/2022,R & R,South,Bo,Bumpeh-Gao,Massao Village,7.76889,-12.01287,Fire,Unknown,2,none,0,0,0,0,0,0,0,5,22,Yes,Food & Non-Food Items,No,Government only,Government only,22/08/2022,9,7,4,2,0,0,2,0,0,2,1
220204FRBO040,Open Source,04/02/2022,R & R,South,Bo,Baoma,Gerihun Town,7.76889,-12.01287,fire,Bush Fire,1,Store,0,0,1,0,1,0,0,7,43,Yes,Food & Non-Food Items,No,Government only,Government Only,19/08/2022,19,12,5,7,0,0,0,0,0,3,5
211221FRWU029,Open Source,21/12/2021,R & R,Western Area,Western Urban,N/A,"Jalloh Street, Rokupa",8.432676,-13.276372,fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,3,11,Pending,Pending,Pending,Pending,Pending,20/08/2022,4,5,2,0,3,0,0,0,0,1,0
220304FRWU041,Open Source,04/03/2022,R & R,Western Area,Western Urban,N/A,"Mellon Street,Wellington",8.432676,-13.276372,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,12,54,Pending,Pending,Pending,Pending,Pending,21/08/2022,21,17,9,7,2,0,0,0,4,5,6
220423WSKR65,Open Source,23/04/2022,R & R,North West,Kerene,Libisaygahun,Batkanu Town,8.87853,-12.698441,Windstorm,Wind,18,"Government Quarter,Church,Market Center",0,1,2,2,5,0,0,42,156,Yes,Food & Non-Food Items,No,Government only,Government only,26/08/2022,61,42,29,24,1,3,5,0,0,25,22
220319FRWR042,Open Source,19/03/2022,R & R,Western Area,Western rural,N/A,"64C Off Freetown Road,Godrich",8.47616,-13.25223,Fire,Unknown,3,none,0,0,0,0,0,0,0,16,45,Pending,Pending,Pending,Pending,Pending,27/08/2022,20,11,8,6,0,0,0,3,4,7,6
220316FRPL043,Open Source,16/03/2022,R & R,North West,Port Loko,Makama,Robat Village,8.675273,-12.938353,Fire,Conflict between two villages,9,"Mosque,Telecenter",0,0,1,1,2,1,1,46,240,Yes,Food & Non-Food Items,No,Government only,Government only,25/08/2022,97,68,46,29,0,0,0,0,0,41,22
220417FRWU044,Open Source,17/04/2022,R & R,Western Area,Western Urban,N/A,63 Pademba Road,8.432676,-13.276372,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,5,24,Yes,Food & Non-Food Items,No,Government only,Government Only,09/08/2022,9,6,5,4,0,0,0,0,0,3,3
220417FRWU045,Open Source,17/04/2022,R & R,Western Area,Western Urban,N/A,2 Pyke Street Congo Town,8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,4,13,yes,Food & Non-Food Items,No,Government only,Government Only,09/08/2022,6,4,2,1,0,0,0,0,2,2,1
220318FRWU046,Open Source,18/03/2022,R & R,Western Area,Western Urban,N/A,Bage Street,8.432676,-13.276372,Fire,Electrical Malfunction,5,None,0,0,0,0,0,0,0,18,86,Pending,Pending,Pending,Pending,Pending,10/08/2022,29,23,18,16,0,2,1,0,0,16,14
220425WSKE066,Open Source,25/04/2022,R & R,East,Kenema,Gorama Mende,Mondema Village,7.863851,-11.183396,Windstorm,Wind,1,School,1,0,0,0,1,0,0,0,427,Pending,Pending,Pending,Pending,Pending,11/08/2022,5,1,267,154,0,0,0,0,0,267,154
220328WSBM067,Open Source,28/03/2022,R & R,North,Bombali,Biriwa,Manjoroh Village,9.28444,-12.16449,Windstorm,Wind,0,School,1,0,0,0,1,0,0,0,140,Yes,Shelter Kits,No,Government only,Government only,27/08/2022,3,1,75,61,0,0,0,0,0,75,61
220505WSMO068,Open Source,05/05/2022,R & R,South,Moyamba,Kori,Taiama Town,8.03704,-12.09562,Windstorm,Wind,0,School,1,0,0,0,1,0,0,0,439,Yes,Food & Non-Food Items,No,Government only,Government Only,22/08/2022,2,0,227,210,0,0,0,0,0,227,210
220405WSTK069,Open Source,05/04/2022,R & R,North,Tonkolili,Malal ,Rochen Village,8.717867,-11.951925,Windstorm,Wind,2,School,1,0,0,0,1,0,0,11,35,Yes,Food & Non-Food Items,No,Government only,Government only,27/08/2022,17,8,6,4,0,0,0,0,0,6,4
220308COWU004,Open Source,08/03/2022,R & R,Western Area,Western Urban,N/A,Murray Town Barracks,8.432676,-13.276372,Building Collapse,Poor Construction,5,none,0,0,0,0,0,0,0,6,28,Yes,Food & Non-Food Items,No,Government only,Government Only,10/08/2022,13,8,4,3,0,0,0,0,0,4,3
211203FRWU047,Open Source,03/12/2021,R & R,Western Area,Western Urban,N/A,"Looking Town,Kissy Freetown ",8.432676,-13.276372,Fire,Electrical Malfunction,1,None,0,0,0,0,0,0,0,1,6,Pending,Pending,Pending,Pending,Pending,11/08/2022,3,2,1,0,0,0,0,0,0,0,0
220505WSBO070,Open Source,05/05/2022,R & R,South,Bo,Bumpeh-Gao,Bumpeh Town,7.76889,-12.01287,Windstorm,Wind,0,Bumpeh High School,1,0,0,0,1,0,0,0,240,Yes,Shelter Kits,No,Government only,Government Only,18/08/2022,2,3,138,97,0,0,0,0,0,138,97
220505WSWR071,Open Source,05/05/2022,R & R,Western Area,Western Rural,N/A,Newton Catholic Farm,8.47616,-13.25223,Windstorm,Wind,0,Saint Francis Rural Community School,1,0,0,0,1,0,0,0,40,Pending,Pending,Pending,Pending,Pending,19/08/2022,2,1,20,17,0,0,0,0,0,20,17
220505WSWR072,Open Source,05/05/2022,R & R,Western Area,Western Rural,N/A,York Village,8.47616,-13.25223,Windstorm,Wind,0,School,1,0,0,0,1,0,0,0,150,Yes,Shelter Kits,No,Government only,Government Only,15/08/2022,4,0,77,69,0,0,0,0,0,77,69
220416FRWR047,Open Source,16/04/2022,R & R,Western Area,Western Rural,N/A,"Sorie Town,Leicester Village",8.47616,-13.25223,Windstorm,Wind,1,none,0,0,0,0,0,0,0,1,10,Pending,Pending,Pending,Pending,Pending,16/08/2022,3,4,1,2,0,0,0,0,0,1,1
220413FRWR048,Open Source,13/04/2022,R & R,Western Area,Western Rural,N/A,"Loko Town,Deep Eye Water ",8.47616,-13.25223,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,1,8,Pending,Pending,Pending,Pending,Pending,17/08/2022,2,4,2,0,0,1,0,0,0,1,0
220310FRWU049,Open Source,10/03/2022,R & R,Western Area,Western Urban,N/A,22B Calton Carew Lane ,8.432676,-13.276372,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,14,26,Pending,Pending,Pending,Pending,Pending,18/08/2022,13,8,2,3,0,1,1,0,0,2,3
220310FRWU050,Open Source,10/03/2022,R & R,Western Area,Western Urban,N/A,22 Thomsons Bay,8.432676,-13.276372,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,1,9,Pending,Pending,Pending,Pending,Pending,19/08/2022,4,2,1,2,0,0,0,0,0,0,0
220521FRWU051,Volunteer,21/05/2022,R & R,Western Area,Western Urban,N/A,"Crab Town,Levuma Beach",8.432676,-13.276372,Fire,Electrical Malfunction,13,None,0,0,0,0,0,0,0,58,230,Pending,Pending,Pending,Pending,Pending,20/08/2022,76,66,46,42,0,13,9,0,9,40,35
220530FRWU052,Open Source,30/05/2022,R & R,Western Area,Western Urban,N/A,5 Main Congo Town Road,8.432676,-13.276372,Fire,Electrical Malfunction,5,none,0,0,0,0,0,0,0,10,46,Pending,Pending,Pending,Pending,Pending,21/08/2022,17,14,7,8,0,0,0,0,0,7,8
220529FRWU053,Open Source,29/05/2022,R & R,Western Area,Western Urban,N/A,"13 Henry street,Central",8.432676,-13.276372,Fire,Electrical Malfunction,4,none,0,0,0,0,0,0,0,7,20,Pending,Pending,Pending,Pending,Pending,22/08/2022,8,5,3,4,0,0,0,0,0,3,4
220709COWU005,Open Source,09/07/2022,R & R,Western Area,Western Urban,N/A,"64 Hill Top, Southridge,Hill Station",8.432676,-13.276372,Building Collapse,Heavy Downpour of Rain,1,None,0,0,0,0,0,0,0,8,17,Yes,Food & Non-Food Items,No,Government only,Government Only,14/07/2022,7,6,2,2,0,0,0,2,7,1,1
220620WSKE073,Open Source,20/06/2022,R & R,East,Kenema,Lower Bambara,Geihun Village,7.863851,-11.183396,Windstorm,Wind,0,School,1,0,0,0,1,0,0,0,140,Yes, Shelter Kits Only,No,Government only,Government Only,09/07/2022,3,2,79,56,0,0,0,0,0,79,56
220603WSKE074,Open Source,03/06/2022,R & R,East,Kenema,Nongowa ,Lomabu Village,7.863851,-11.183396,Windstorm,Wind,12,none,0,0,0,0,0,0,0,21,61,Pending,Pending,Pending,Pending,Pending,10/07/2022,20,16,10,15,0,2,1,0,0,9,7
220628FRKE054,Open Source,28/06/2022,R & R,East,Kenema,Lower Bambara,"Duduwai Street,Kenema",7.863851,-11.183396,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,3,23,Pending,Pending,Pending,Pending,Pending,11/07/2022,7,9,4,3,1,0,1,0,0,2,2
220604WSKE075,DSCOORD,04/06/2022,R & R,East,Kenema,Tunkia ,Seifula Village,7.863851,-11.183396,Windstorm,Wind,1,none,0,0,0,0,0,0,0,2,8,Pending,Pending,Pending,Pending,Pending,12/07/2022,3,2,2,1,0,0,0,0,0,1,1
220604WSKE076,DSCOORD,04/06/2022,R & R,East,Kenema,Tunkia ,Damawolo Village,7.863851,-11.183396,Windstorm,Wind,12,None,0,0,0,0,0,0,0,25,47,Yes,Food & Non-Food Items,No,Government only,Government Only,21/08/2022,16,17,6,8,0,2,0,0,0,3,4
220604WSKE077,DSCOORD,04/06/2022,R & R,East,Kenema,Tunkia ,Sesayla Village,7.863851,-11.183396,Windstorm,Wind,8,none,0,0,0,0,0,0,0,18,41,Pending,Pending,Pending,Pending,Pending,22/08/2022,12,15,8,6,0,1,0,0,0,5,2
220529WSKE078,Open Source,29/05/2022,R & R,East,Kenema,Wando,Moindu Village,7.863851,-11.183396,Windstorm,Wind,29,none,0,0,0,0,0,0,0,34,176,Pending,Pending,Pending,Pending,Pending,23/08/2022,56,59,32,29,1,5,3,0,0,22,17
220529FEKE055,Open Source,29/05/2022,R & R,East,Kenema,Dama ,Joma Village,7.863851,-11.183396,Fire,Unknown,3,none,0,0,0,0,0,0,0,5,17,Pending,Pending,Pending,Pending,Pending,24/08/2022,6,4,3,4,0,0,0,0,0,1,2
220629COWU006,Volunteer,29/06/2022,R & R,Western Area,Western Urban,N/A,"Upper Owen Street Mountain cutt, Freetown",8.432676,-13.276372,Building Collapse,Heavy Downpour of Rain,3,none,0,0,0,0,0,0,0,3,20,Pending,Pending,Pending,Pending,Pending,25/08/2022,8,5,3,4,0,1,0,1,7,2,2
220610FRWU056,Volunteer,10/06/2022,R & R,Western Area,Western Urban,N/A,104 George Brook Dwazark,8.432676,-13.276372,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,6,23,Pending,Pending,Pending,Pending,Pending,26/08/2022,9,6,5,3,0,0,1,0,0,3,2
220622FRWU057,Open Source,22/06/2022,R & R,Western Area,Western Urban,N/A,"Gbangba Yilla,Phase II, Hill Station",8.432676,-13.276372,Fire,Electrical Malfunction,2,none,0,0,0,0,0,0,0,2,21,Pending,Pending,Pending,Pending,Pending,27/08/2022,8,7,2,4,0,0,0,0,0,2,3
220702FRWU058,Volunteer,02/07/2022,R & R,Western Area,Western Urban,N/A,"61 Upper Brook Street,Freetown",8.432676,-13.276372,Fire,Electrical Malfunction,4,none,0,0,0,0,0,0,0,6,33,Pending,Pending,Pending,Pending,Pending,28/08/2022,12,10,7,4,0,2,1,0,0,5,4
220628FRKE059,DSCOORD,28/06/2022,R & R,East,Kenema,Nongowa ,"Maxwell Khobe Street,Kenema",7.863851,-11.183396,Fire,Electrical Malfunction,1,none,0,0,0,0,0,0,0,1,7,Yes,Food & Non-Food Items,No,Government only,Government only,29/08/2022,2,3,1,1,0,0,0,0,0,1,0
220321WSKA079,DSCOORD,21/03/2022,R & R,East,Kailahun,Lauwa Chiefdom,Borbu Village,8.2789,-10.573,Windstorm,Wind,30,"3 Schools,Court Barry",3,0,1,0,4,0,0,30,150,Yes,Food & Non-Food Items,No,Government only,Government only,20/08/2022,53,39,27,31,2,5,7,0,0,22,28
220706FRWU060,Volunteer,06/07/2022,R & R,Western Area,Western Urban,N/A,"Magazine Wharf ,Freetown",8.432676,-13.276372,Fire,Electrical Malfunction,3,none,0,0,0,0,0,0,0,14,87,Pending,Pending,Pending,Pending,Pending,21/08/2022,26,29,17,15,0,2,3,0,0,10,14
